meanWidth,meanHeight,meanLength,meanVolume,countStacking,countTurnover,boxesCount,loadingWidth,loadingHeight,loadingLength,density_percent
437.8695652173913,1711.3478260869565,32.869565217391305,24517671.739130434,0,0,115,1978.0,2100.0,4168.0,18.68839
800.0,1000.0,1200.0,960000000.0,0,0,12,2420.0,2500.0,6500.0,73.23586
1523.9583333333333,361.0416666666667,257.7083333333333,145918583.33333334,48,0,48,2359.0,2700.0,12022.0,56.32671
850.0,2000.0,1387.5,2380000000.0,0,0,16,2450.0,2650.0,8800.0,90.36545
853.3333333333334,1960.0,1346.6666666666667,2299733333.3333335,0,0,15,2450.0,2650.0,8000.0,88.0
853.3333333333334,1960.0,1346.6666666666667,2299733333.3333335,0,0,15,2450.0,2650.0,8000.0,88.0
2093.75,1943.75,1687.5,7139031250.0,0,8,8,2480.0,2860.0,13600.0,82.45321
295.7464788732394,322.84507042253523,235.6338028169014,24677453.521126762,355,355,355,2490.0,2590.0,13490.0,55.77287
270.0925925925926,318.05555555555554,217.22222222222223,18228833.333333332,216,216,216,1978.0,2100.0,3089.0,32.98673
295.7464788732394,322.84507042253523,235.6338028169014,24677453.521126762,355,355,355,2490.0,2590.0,13490.0,64.23543
210.0,10.0,297.0,623700.0,494,494,494,800.0,2000.0,1200.0,87.94805
210.0,10.0,297.0,623700.0,1344,1344,1344,800.0,2000.0,1200.0,94.35143
747.6756756756756,121.35135135135135,440.0,23015491.891891893,2220,2220,2220,2490.0,2590.0,13490.0,87.64017
1106.6666666666667,1263.3333333333333,2386.6666666666665,3221421916.6666665,12,12,12,2352.0,2698.0,12032.0,64.74352
576.6666666666666,322.5,748.3333333333334,154908000.0,0,24,24,2282.0,2494.0,5000.0,97.87578
1200.0,30.0,3300.0,118800000.0,117,117,117,2352.0,2393.0,5898.0,57.98934
1102.2058823529412,30.0,3300.0,109118382.35294117,136,136,136,2352.0,2393.0,5898.0,81.08839
835.7142857142857,175.0,3300.0,350035714.28571427,168,168,168,2352.0,2698.0,12032.0,97.13501
408.7719298245614,271.9298245614035,3300.0,305105263.15789473,57,57,57,2352.0,2393.0,5898.0,99.62193
835.7142857142857,175.0,3300.0,350035714.28571427,168,168,168,2352.0,2698.0,12032.0,97.13501
835.7142857142857,175.0,3300.0,350035714.28571427,168,168,168,2352.0,2698.0,12032.0,97.13501
835.7142857142857,175.0,3300.0,350035714.28571427,168,168,168,2352.0,2698.0,12032.0,97.13501
880.0,1916.6666666666667,946.6666666666666,1622133333.3333333,0,0,30,2400.0,2650.0,13600.0,93.01223
884.0,2069.0,1844.0,3275804000.0,0,0,10,2480.0,2860.0,13600.0,77.57774
1035.0,2278.3333333333335,1591.6666666666667,3576201666.6666665,0,0,18,2480.0,2860.0,13600.0,76.84743
1012.5,2246.875,1628.75,3526147500.0,0,0,16,2480.0,2860.0,13600.0,67.9907
279.74603174603175,348.7936507936508,191.14285714285714,18619288.888888888,315,0,315,2120.0,2070.0,3700.0,72.23311
1033.3333333333333,2216.1111111111113,1593.3333333333333,3485597777.7777777,9,0,18,2480.0,2860.0,13600.0,75.1503
773.4,1625.0,1186.4,2510062580.0,16,0,25,2480.0,2860.0,13600.0,75.16324
513.8513513513514,327.7027027027027,428.7162162162162,73155405.4054054,592,0,592,2352.0,2385.0,12032.0,82.71199
818.0,950.0,1814.0,1773403000.0,0,0,5,2352.0,2393.0,5898.0,49.34629
972.0,1154.0,2477.0,3046764200.0,0,0,10,2432.0,2698.0,12032.0,52.19922
500.0,1000.0,500.0,250000000.0,0,0,53,2352.0,2385.0,12032.0,94.64286
790.5769230769231,1620.1923076923076,1187.6923076923076,2499390942.3076925,17,0,26,2480.0,2860.0,13600.0,77.83743
29.708404802744425,41.303602058319036,2399.1766723842197,76761066.89536878,583,0,583,2480.0,2860.0,13600.0,59.31931
29.708404802744425,41.303602058319036,2399.1766723842197,76761066.89536878,583,576,583,2480.0,2860.0,13600.0,59.31931
